cluster_id,cluster_label,id,title,description_snippet,sim,confidence,videoCount
c11,Music / Jazz / Productions,UCpYCxV51bykhMY-wSUozQRg,The Lincoln Project,"The fight against Trumpism is just beginning.  The Lincoln Project launched with two stated objectives. The first was to defeat Donald Trump at the ballot box. The second was to ensure Trumpism failed alongside him.  As we have seen, our fight against Trumpism is only beginning. We must combat these forces everywhere and at all times. Our democracy depends on it.  Paid for by The Lincoln Project. Not authorized by any candidate or candidate’s committee. www.lincolnproject.us  DONATE TO THE LINCO…",0.121,0.069,2812
c02,Youtube / Pakman / Clips,UCeAKdCMMS4I9waww0LDLqng,The Nerdy Novelist,The Nerdy Novelist is a channel about using AI and other author-related software to take the load off your shoulders so you can focus more on the creative tasks that you love most.  Visit my website at: https://storytellingdb.com,0.177,0.117,362
c06,History / World / Every,UCiWsyCYUN4QDgpL-2PGPckg,The Parallel Truth,"The Parallel Truth offers educational mini documentary style videos to address curious minds. We will be unfolding mysteries and answering life's questions surrounding topics of history, geopolitics and geography.",0.231,0.177,86
c09,Get / Podcast / Business,UCs9-XIXPfAF465u3OVdMILg,The People's Majority,,0.153,0.103,2766
c01,David / Elizabeth / Gravelle,UCiM2ZsguGDiGfsL2sUNatXQ,The Pineapple Thief,Official The Pineapple Thief TV Channel,0.13,0.13,46
c09,Get / Podcast / Business,UC1E1SVcVyU3ntWMSQEp38Yw,The Prof G Pod – Scott Galloway,"NYU Professor, best-selling author, business leader and serial entrepreneur Scott Galloway cuts through the biggest stories in tech, business, and investing with unfiltered insights, bold predictions and thoughtful advice. Podcasts include Markets with co-host Ed Elson, Raging Moderates with co-Host Jessica Tarlov, Prof G Conversations and Office Hours with Prof G.",0.171,0.106,882
c06,History / World / Every,UCAPciy143ZBXBrFpCVPnWDg,The Randall Carlson,"Welcome. Here, we explore the profound mysteries of our world—where science, symbolism, and ancient wisdom converge. I'm Randall Carlson, and for over five decades I've studied the hidden patterns of nature, the cataclysms that have shaped our past, and the sacred architecture that encodes timeless truths.  This channel is a portal into that exploration.  You'll find episodes of Squaring the Circle, where I delve into the geometry of the cosmos, the rhythms of Earth, and the deep-time perspectiv…",0.22,0.166,1213
c09,Get / Podcast / Business,UCIzXayRP7-P0ANpq-nD-h5g,The Sun,"Get the latest news, exclusives, sport, celebrities, showbiz, politics, business and lifestyle from The Sun.",0.169,0.088,28543
c13,News / Military / China,UCJjAIBWeY022ZNj_Cp_6wAw,The Tesla Space,"Welcome to the Tesla Space, where we share the latest news, rumors, and insights into all things Tesla, Space X, Elon Musk related and whatever else we think is interesting. You'll be able to find news surrounding all of the Tesla 2024 vehicles including the Model S, Model 3, Model X, Model Y, Roadster, Cybertruck, and Semi!   Get Tesla news and updates sent to your email from our weekly newsletter: https://www.theteslaspace.com",0.237,0.172,597
c06,History / World / Every,UCvEO0vHclzNfDYCyKQV5TsA,The Wellermen,"The Wellermen’s history is well-known: originators of the sea shanty trend on Tiktok, they’ve since gone from strength to strength. Their versions of ‘Misty Mountains’, ‘Nancy Mulligan’, and ‘Hoist The Colours’ have racked up billions of views & led them to appearances on shows like Ant and Dec, Last Week Tonight, The Colbert Show & more. The group have now returned with their new album ‘Northern Sky’. Among much-loved traditionals such as ‘Wild Mountain Thyme’, ‘Amazing Grace’, and ‘Red Is The …",0.211,0.139,424
c02,Youtube / Pakman / Clips,UCIFk2uvCNcEmZ77g0ESKLcQ,The Why Files,"The Why Files is a channel for people who are fascinated (obsessed) with mysteries, myths, legends and conspiracies. We tell stories, seek the truth, and have a few laughs along the way.  📬 Mailbox: Question Six or The Why Files 7582 Las Vegas Blvd #244  Las Vegas, NV 89123  👓 Support TWF by purchasing from TWF store: https://shop.thewhyfiles.com ---- 🙏 Support TWF and join our community: https://www.patreon.com/thewhyfiles ---- 🔥 Have a tip, suggestions or want to say hi?  https://thewhyfiles.c…",0.197,0.118,363
c02,Youtube / Pakman / Clips,UC9OJk22Mh_-aj0ruME96T2w,The Williams Fam,"Yes, we’re actually brothers! 4 dancing bros from a family of 6! 🕺  Business inquiries: mgmt@odysseyentgroup.com  New PO Box 8335 Winnetka Ave, Winnetka, CA, 91306 #422  IG: @thewilliamsfam",0.174,0.106,936
c14,Gardening / Garden / Show,UC1yBKRuGpC1tSM73A0ZjYjQ,The Young Turks,"The Young Turks is The Online News Show. Join hosts Cenk Uygur & Ana Kasparian LIVE weekdays 6pm ET/3pm PT.  The Young Turks are fearless in talking about the issues that matter. We are a rare show that combines all of the news that people care about in one place. We cover politics, entertainment, sports, and pop culture; all through a progressive lens.  What does it mean to be a “Young Turk?”  According to the American Heritage Dictionary; 1. Young progressive or insurgent member of an institut…",0.173,0.062,69160
c09,Get / Podcast / Business,UC9Ryt3XOGYBoAJVsBHNGDzA,Theoretically Media,"Welcome to Theoretically Media, I'm Tim!   For Sponsor/Partner Inquires: tim@smoothmedia.co  Anything Else: theoreticallymedia@gmail.com",0.153,0.093,311
c12,Cut / Pro / Final,UCcPuBEAwuF6XWXkcXJXJwsg,This Guy Edits,"This Guy is an ACE Award-nominated editor who cut for James Cameron, Joseph Gordon-Levitt, and Sundance filmmaker Mark Webber.  -------------------------------  Do you want to learn how to start any edit like feature film and documentary editors do it? Please visit: https://www.secreteditinghacks.com For business inquiries please go to https://thisguyedits.com/contact.  If you would like feedback on your work please visit https://thisguyedits.com/consulting-on-cuts  ★- - - - - - - - - - - - - - …",0.214,0.108,181
c12,Cut / Pro / Final,UC7kCeZ53sli_9XwuQeFxLqw,Ticker Symbol: YOU,"Investing in innovation starts with understanding it.  My name is Alex. Before becoming a full-time investor, I spent 8 years as a rocket scientist at MIT Lincoln Laboratory. I hold a BE in Electrical Engineering, an ME in Systems Engineering & Optimization, and an unfinished PhD in Image Processing & Computer Vision.   Now, I use my engineering background to research AI, semiconductors, and other advanced technologies, invest in them, and cover it all on this channel.",0.141,0.076,359
c11,Music / Jazz / Productions,UCp9GmsywyVNLdpu8iB0d9Mg,Tim Welch Vocal Studio,"Breaking down WHY you love the artists you love, note by note.   I've been a vocal coach for the last 25 years, building voices is my life's work. I have an amazing team of teachers teaching with me in the Manhattan/Tri-State/Philedelphia area. We do in-person lessons out here, but we have an online community of voice students from all over the world. If you need a vocal coach, shoot us a message on the website.   Previous to teaching, I worked as a singer in Opera/Musical Theatre/Pop/Rock and J…",0.256,0.17,303
c05,Business / Digital / Inquiries,UC-8ywcgWTF2gMiPtrycZIcw,Time Bomb,"Welcome to timeBomb! If there's a water crisis impacting the U.S., I'm here to tell you the inside story.  Having retired as an engineer, I am passionate about water management. My goal is to produce fact-based, data driven videos to both educate and entertain. The videos I make often talk about government policy, but I do my best to avoid partisan politics. I appreciate you watching, if you like my videos please consider subscribing to the channel. Thanks!",0.179,0.089,62
c06,History / World / Every,UC88lvyJe7aHZmcvzvubDFRg,Timeline - World History Documentaries,"Welcome to Timeline - the home of world history. Every week we'll be bringing you one-off documentaries and series from the world's top broadcasters, including the BBC, Channel 4, Discovery and PBS.   We'll be exploring the mysteries of ancient Egypt, shedding light on the dark ages of medieval Europe and examining the First and Second World Wars.   Subscribe so you don't miss out.  Do you love uncovering the past, exploring historic sites, and venturing to distant lands? Join History Hit today …",0.464,0.377,1227
c06,History / World / Every,UCTjDhFuGXlhx9Us0gq0VK2w,Times Radio,"Subscribe today, to stay informed.",0.146,0.113,17805
c01,David / Elizabeth / Gravelle,UCsN8M73DMWa8SPp5o_0IAQQ,Tomorrowland,Relive all the magical moments of Tomorrowland all year long.,0.148,0.115,2678
c05,Business / Digital / Inquiries,UCJASBOyF4Fkd26SIwRhLuZw,Tone and Tighten,"Hi - I'm Jared! I am a doctor of physical therapy who specializes in rehabilitating orthopedic (back, neck, shoulder, knee, etc) and postpartum (diastasis recti) conditions. I love being fit, healthy, strong, and active, and hope to help you accomplish your fitness goals. On this channel you'll learn best treatments for common injuries through exercising and stretching, and how to become a fitter, healthier version of yourself. Please consider subscribing!  DISCLAIMER: The content on this channe…",0.185,0.098,708
c08,Products / Time / Step,UCRe2W-32N-_uStDULAEdyKA,Topaz Labs,"Developer of image enhancement software based on proprietary technology. Visit http://www.topazlabs.com for more information about our technology, products, and company.",0.221,0.185,753
c09,Get / Podcast / Business,UCo33niDKpTpgwZ_dohqvylg,TubeBuddy,"Want to grow, get more views, and subscribers on YouTube? TubeBuddy is a browser extension that adds a layer of amazing functionality right on top of YouTube's website. We believe that everyone can achieve their YouTube dreams with the right tools  We provide an innovative suite of tools that consists of everything you need to best optimize your channel, save time, and ease frustrations. Our Mission is to make you and the rest of the YouTube Community a happier and more productive bunch  FREE IN…",0.226,0.093,970
c12,Cut / Pro / Final,UCEgYhf84VjXDz-W7a9-rdCQ,Two Bit da Vinci,"I'm Ricky, This is Two Bit da Vinci, an engineer's guide to the galaxy. Join us as we break down the complex stories shaping our world, with fun facts and key insights. Let's figure this all out together!",0.131,0.075,473
c12,Cut / Pro / Final,UC6OICk-ceplUJf4sCN3DMnQ,Tyler Stalman,Talking about the creative tools we use for our professional photo and video production.,0.165,0.111,308
c14,Gardening / Garden / Show,UCx4pIz6Xb3xeC5tz9MYZfWg,V V,Gardening tips and how to's,0.505,0.505,99
c03,Com / Www / Facebook,UCdOPzgbosSnbfwd9-iXP2NA,Vanessa Lau,"I make videos that help creators feel good, have fun, do less, and earn  ̶m̶o̶r̶e̶ enough.  For business inquiries only: partnerships@vanessalau.co  FOLLOW ME:  www.instagram.com/vanessalau.co www.vanessalau.co",0.326,0.222,501
c01,David / Elizabeth / Gravelle,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,"An element of truth - videos about science, education, and anything else we find interesting.",0.135,0.075,460
c06,History / World / Every,UC9N2JaiIWYR2GEN1tgHAczA,Vic Firth,"At Vic Firth, we know you're passionate about the world of percussion.  So are we!  As drummers and percussionists, we share our musical ideas and celebrate each other's playing every day.  That's why we're sharing our video library with you!  Check out exclusive interviews, lessons and performances from your favorite drumset, concert and marching artists! Browse. Share. Learn. Enjoy!",0.186,0.135,3984
c06,History / World / Every,UCWF0PiUvUi3Jma2oFgaiX2w,VICE TV,"The TV channel from VICE.   Transparent, visceral and unfiltered. VICE's original, immersive docu-style content is the definitive guide to an uncertain world.",0.164,0.147,2367
c05,Business / Digital / Inquiries,UCnBMUbokI94_PY59m8yDMRg,VrTours Solutions,3D Virtual Tour for Real Estate & Business. Use a VR headset to Watch my videos.  360 Videos.,0.172,0.088,19
c06,History / World / Every,UC6nSFpj9HTCZ5t-N3Rm3-HA,Vsauce,Our World is Amazing.,0.189,0.167,609
c13,News / Military / China,UCuqdsYT5rFqw0L5oO_HwvgA,WarLeaks - Military Blog,"WarLeaks - Military Blog is an independent, educational and documentary military channel for military enthusiasts from all around the world!    Devoted to armed forces and military technologies this military archive brings you military videos on a regular basis!  Join one of the biggest military channels on YouTube make sure to subscribe to keep being updated and to view first hand military videos about armed forces, weapon systems, technologies and more!   This channel is in no way affiliated w…",0.229,0.187,647
